Product Name,Advisory Number,Date Posted
Natural Green Leaf 2 Ways Inhaler (Inhale and Apply),FDA Advisory No. 2021-2015,2021-08-16
Povidone-Iodine (Bethadine) 10% Solution 15 mL,FDA Advisory No. 2021-2015,2021-08-16
Sulfur Soap [Label in Foreign Language],FDA Advisory No. 2021-2016,2021-08-16
Aceite De Manzanilla 100 mL,FDA Advisory No. 2021-2017,2021-08-16
Genuine Magnifiscent Oil New Effective Liniment 50 mL,FDA Advisory No. 2021-2017,2021-08-16
Genuine Mecascent Oil New Power Liniment 50 mL,FDA Advisory No. 2021-2017,2021-08-16
Oil Of Wintergreen 50 mL,FDA Advisory No. 2021-2017,2021-08-16
11in1 Timeless Health & Beauty Turmeric Rub 20 gms,FDA Advisory No. 2021-2018,2021-08-16
GFMQ Paragis Bila-Bila Plus Liniment Oil 30 mL,FDA Advisory No. 2021-2019,2021-08-16
21st Century Slow Release Vitamin C-500 500 mg 60 Tablets,FDA Advisory No. 2021-2020,2021-08-16
Arctic Ice Analgesic Gel Net Wt. 8 Oz (227 g),FDA Advisory No. 2021-2026,2021-08-16
OraLabs® Chap.Ice® Medicated Camphor+Phenol 0.23 Oz (6.5 g),FDA Advisory No. 2021-2026,2021-08-16
Sodium Ascorbate (KingCee) 600 mg Capsule 100's,FDA Advisory No. 2021-2027,2021-08-16
Kutis Meztiza New Generation Liniment Oil 60 mL,FDA Advisory No. 2021-2096,2021-08-26
Pure Herbal Gems Wonder Oil,FDA Advisory No. 2021-2097,2021-08-26
Natural Green Leaf Inhaler 1 g,FDA Advisory No. 2021-2098,2021-08-26
Natural Green Leaf Nasal Inhaler Orange Breeze,FDA Advisory No. 2021-2098,2021-08-26
Fuyou® Miao Formula Qi Yang Jing Herbal Antibacterial Cream 15 g,FDA Advisory No. 2021-2099,2021-08-26
Huatuo® Skin Healthy Frost 15 g,FDA Advisory No. 2021-2099,2021-08-26
Eye Care Refresh Drops 15 mL,FDA Advisory No. 2021-2100,2021-08-26
Conc. Piyenchin Naphazoline HCI Solution 10 mL”,FDA Advisory No. 2021-2122,2021-08-26
Hiyang Liniment Oil with Panyawan 65 mL,FDA Advisory No. 2021-2123,2021-08-26
Wild Tiger Red Flower Oil,FDA Advisory No. 2021-2124,2021-08-26
Iodent® Maximum Strength Oral Analgesic Gel Benzocaine 20% (Oral Pain Reliever) 0.42 Oz (11.9 G)”,FDA Advisory No. 2021-2125,2021-08-26
C Rainbow Agua Oxigenada F.E.U. XIV 10 Vols. Hydrogen Peroxide Solution USP-XIV 60 mL”,FDA Advisory No. 2021-2126,2021-08-26
Povidone-Betadine 15 mL,FDA Advisory No. 2021-2127,2021-08-26
Lapakul Herbal Oil Plus 60 mL,FDA Advisory No. 2021-2128,2021-08-26
Eiffelscent Oil Medicated Oil 25 mL,FDA Advisory No. 2021-2129,2021-08-26
Kingson Herbal Oil 120 mL,FDA Advisory No. 2021-2129,2021-08-26
Methyl Salicylate+Camphor+ Menthol+Eucalyptus Oil (Federal Extreme Turmeric Plus Extra Strength Power Liniment) 15.625 g/ 5.0 g/ 625 mg/ 626 mg per 100 mL 60 mL”,FDA Advisory No. 2021-2130,2021-08-26
Methyl Salicylate + Camphor + Menthol (Bio-Liniment Herbal Plus) 120 mL,FDA Advisory No. 2021-2141,2021-08-26
Dragon Balm® Vapor Inhaler 007 Oz (198 mg),FDA Advisory No. 2021-2142,2021-08-26
75 Glucose tolerance Test Beverage 75G Dextrose Medic Orange 240 mL,FDA Advisory No. 2021-2143,2021-10-25
Beauty and Wellness Clindamycin Cream 2%,FDA Advisory No. 2021-2144,2021-08-26
Beauty and Wellness Erythromycin Solution 2%,FDA Advisory No. 2021-2144,2021-08-26
Beauty and Wellness Hydrocortisone Cream .1%,FDA Advisory No. 2021-2144,2021-08-26
Beauty and Wellness Tretinoin Cream .1%,FDA Advisory No. 2021-2144,2021-08-26
ZJM Essentials Anti-Acne Tretinoin Cream USP 0.05% w/w Cream 0.7 Oz (20g),FDA Advisory No. 2021-2144,2021-08-26
Lagundi Natural Relief which Works Faster 500 mg Capsule 100's,FDA Advisory No. 2021-2145,2021-08-26
Methyl Salicylate (Oil of Wintergreen) 15 mL,FDA Advisory No. 2021-2146,2021-08-26
Methyl Salicylate + Camphor + Menthol (Seed Balite) Liniment 30 mL”,FDA Advisory No. 2021-2207,2021-09-03
GJ Herbal Products Everlasting Herbal Oil,FDA Advisory No. 2021-2248,2021-09-06
Kasoy Oil by Angel Touch,FDA Advisory No. 2021-2248,2021-09-06
Dr. Maxx® Organic Rub 35g”,FDA Advisory No. 2021-2249,2021-09-06
Dano® Tetanus Vaccine (Adsorbed) I.P DANO-TT”,FDA Advisory No. 2021-2250,2021-09-06
Kasoy Oil by Angel Touch (with therapeutic claims) 60 mL”,FDA Advisory No. 2021-2251,2021-09-08
Webber Naturals The Sunshine Vitamins Liquid Softgel D3 1000 IU Softgels 180’s,FDA Advisory No. 2021-2252,2021-09-08
Webber Naturals Vitamin C 500 mg Supports Good Health Vegetarian Capsules 60’s,FDA Advisory No. 2021-2252,2021-09-08
Polar Bear Brand Essential Embrocation”,FDA Advisory No. 2021-2325,2021-09-23
Ginger Rub 25 grams,FDA Advisory No. 2021-2326,2021-09-23
Golden Miracle Olive Oil 45 mL,FDA Advisory No. 2021-2326,2021-09-23
Jes-Ser Oregano Kalabo Plus Premium Rub”,FDA Advisory No. 2021-2327,2021-09-23
"Adenosine Injection, USP 6 mg per 2 mL (3 mg per mL) For Rapid Bolus Intravenous Use 2 mL”",FDA Advisory No. 2021-2328,2021-09-24
Gentian Violet 7.5 mL (0.25 fl Oz)”,FDA Advisory No. 2021-2329,2021-09-24
Asconex Inj. Ascorbic Acid 500 mg/mL,FDA Advisory No. 2021-2330,2021-09-24
Glutaone Inj. 1200 mg,FDA Advisory No. 2021-2330,2021-09-24
Lipotocin Inj.,FDA Advisory No. 2021-2330,2021-09-24
FLD Herbal Product Barley Healing Rub,FDA Advisory No. 2021-2346,2021-09-27
Jap-Stick Embrocation,FDA Advisory No. 2021-2346,2021-09-27
Groom & Brew (Minoxidil),FDA Advisory No. 2021-2347,2021-09-27
Minoxidil (Strands) Hair Regrowth Treatment 6% Topical Solution 60 mL,FDA Advisory No. 2021-2347,2021-09-27
Equaline® 3% USP Hydrogen Peroxide Topical Solution 16 fl oz (1pt) 473 mL”,FDA Advisory No. 2021-2348,2021-09-27
Actemra® Tocilizumab 400 mg/ 20 mL,FDA Advisory No. 2021-2406,2021-10-04
Actemra® Tocilizumab 400 mg/ 20 mL [Label in foreign language],FDA Advisory No. 2021-2406-A,2021-10-04
Zynergia Super Natural Drops 60 mL,FDA Advisory No. 2021-2408,2021-10-15
KANG Bingdukoufuye 10 mL,FDA Advisory No. 2021-2410,2021-10-15
OTC Ji Lin Ao Dong Anshenbunaoye,FDA Advisory No. 2021-2410,2021-10-15
The Herb Antibacterial Gel 5g,FDA Advisory No. 2021-2410,2021-10-15
MV-Moringa Organic Superior Liniment,FDA Advisory No. 2021-2411,2021-10-11
OTC Fengyoujing,FDA Advisory No. 2021-2412,2021-10-11
OTC Ganmao Zhike Keli,FDA Advisory No. 2021-2413,2021-10-15
OTC Gushukang Keli,FDA Advisory No. 2021-2413,2021-10-15
OTC Tianqi Tongjing Jiaonang,FDA Advisory No. 2021-2413,2021-10-15
OTC Aciclovir Cream – Axiluo Wei Rungao [as reflected in the package insert],FDA Advisory No. 2021-2414,2021-10-14
OTC Triamcinolone Acetonide and Econazole Nitrate Cream [as reflected in the package insert],FDA Advisory No. 2021-2414,2021-10-14
"The Trip Home, Four Essential 60 mL",FDA Advisory No. 2021-2414,2021-10-14
Enoxaparin Sodium Injection IP (Rosinox-60) 60 mg / 0.6 ml Pre-filled Syringe”,FDA Advisory No. 2021-2415,2021-10-11
"Jimingtang [phel lodendrn amurenserupr], [Chrysanthemum indicum L.], Fischer Euphorbia Root], [sophora flavescens], [latin title], [cnidium monnieri(L)cuss], Dryobalanops spp], [Mentha canadaensis L] [as reflected in the package insert]",FDA Advisory No. 2021-2416,2021-10-14
OTC Dextromethorphan Hydrobromide Tablet,FDA Advisory No. 2021-2416,2021-10-14
OTC Xuhanting Keli [as reflected in the package insert],FDA Advisory No. 2021-2416,2021-10-14
Menthol + Orange Oil New VBC MoringaTM Herbal Liniment with Real Moringa Granules & Essential Oil,FDA Advisory No. 2021-2460,2021-10-19
New! Era Luyang Dilaw Supreme Liniment Turmeric + Moringa Mixed with Red Palm Oil & Orange Zest,FDA Advisory No. 2021-2460,2021-10-19
Naturesplus® Vitamin C Children’s Chewable Supplement with Whole Food Concentrates Natural Orange Juice Flavor Source of Life® Animal Parade 90 Animal-Shaped Tablets”,FDA Advisory No. 2021-2461,2021-10-19
OTC Qingkailing Koufuye 10 mL [as reflected in the package insert],FDA Advisory No. 2021-2495,2021-10-20
OTC Wusulijiang Tianma Toutong Pian,FDA Advisory No. 2021-2495,2021-10-20
Transfer Factor Oral Solution 10 mL,FDA Advisory No. 2021-2495,2021-10-20
OTC FAREVER Vitamin B6 and Fluocinonide Cream Fuqingsong Wei B6 Rugao [as reflected in the primary packaging],FDA Advisory No. 2021-2496,2021-10-20
OTC Pugongying Keli,FDA Advisory No. 2021-2496,2021-10-20
OTC TAIJI® Chuanbei Pipa Tangjiang,FDA Advisory No. 2021-2496,2021-10-20
JIULIANSHAN Fufang Dantong Pian,FDA Advisory No. 2021-2497,2021-10-20
OTC Colloidal Bismuth Pectin Capsules,FDA Advisory No. 2021-2497,2021-10-20
Tabellae Clinopodii 0.3g Tablets,FDA Advisory No. 2021-2497,2021-10-20
LVSAN® Zhibishi Chitosan Gel 15g,FDA Advisory No. 2021-2498,2021-10-20
OTC Changkang Pian,FDA Advisory No. 2021-2498,2021-10-20
Xiaoyan Zhike Pian,FDA Advisory No. 2021-2498,2021-10-20
"OTC Northeast Pharm Bacillus Licheniformis Capsule, Live-Diyiyabaoganjun Huojun Jiaonang [as reflected in the package insert]",FDA Advisory No. 2021-2499,2021-10-20
OTC Si Ji Gan Mao Pian,FDA Advisory No. 2021-2499,2021-10-20
OTC Tongbianling Jiaonang,FDA Advisory No. 2021-2499,2021-10-20
JFKPG Yaotongning Jiaonang 10 mL,FDA Advisory No. 2021-2500,2021-10-20
KFT-L [Label in Foreign Language],FDA Advisory No. 2021-2500,2021-10-20
Q® Amoxicillin Granules 0.125 g,FDA Advisory No. 2021-2500,2021-10-20
OTC NINGJU Yupingfeng Kuofuye,FDA Advisory No. 2021-2501,2021-10-20
"ShenglingcaoTM Pseudolarix Kamepferi Gord., Angelica Dahurica (Fisch. Ex Hoffm.), Polygonum Cuspidatum Sieb. Et Zucc., Coptis Chinensis Franch., Asarum Sieboldii Miq., Magnolia Denudata Desr., Panax Notoginseng (Burk.) F.H. Chen, Carthamus Tinctorius L 60 mL",FDA Advisory No. 2021-2501,2021-10-20
Tong Feng Shu Pian,FDA Advisory No. 2021-2501,2021-10-20
JT Butianling Pian,FDA Advisory No. 2021-2502,2021-10-20
OTC Naphazoline Hydrochloride Chlorphenamine Maleate and Vitamin B12 Eye Drops,FDA Advisory No. 2021-2502,2021-10-20
OTC YAN FENG® Gen Tong Ping Pian,FDA Advisory No. 2021-2502,2021-10-20
BAOBAOYITIELING Dingguierqitie,FDA Advisory No. 2021-2503,2021-10-20
HENGDI® Xiao Zhi Shuan,FDA Advisory No. 2021-2503,2021-10-20
OTC AOBO Yanyan Pian [as reflected in the package insert],FDA Advisory No. 2021-2503,2021-10-20
Jingu Zhi Tong Gao,FDA Advisory No. 2021-2516,2021-10-21
OTC Feining Keli [as reflected in the package insert],FDA Advisory No. 2021-2516,2021-10-21
OTC Ganmao Ruanjiaonang [as reflected in the package insert],FDA Advisory No. 2021-2516,2021-10-21
CHERISH Sodium Chloride Injection 10 mL: 90 mg,FDA Advisory No. 2021-2517,2021-10-21
Compound Bergenin Tablets,FDA Advisory No. 2021-2517,2021-10-21
OTC Muxiang Shunqi Wan,FDA Advisory No. 2021-2517,2021-10-21
OTC Fuke Tiaojing Pian,FDA Advisory No. 2021-2518,2021-10-21
OTC Fuqingsong Wei B6 Rugao 30 g,FDA Advisory No. 2021-2518,2021-10-21
OTC Qinghuo Zhimai Pian,FDA Advisory No. 2021-2518,2021-10-21
OTC Longdan Xiegan Wan,FDA Advisory No. 2021-2519,2021-10-21
OTC Qijudihuangwan,FDA Advisory No. 2021-2519,2021-10-21
OTC Tongqiao Biyan Pian,FDA Advisory No. 2021-2519,2021-10-21
OTC LS® BL OTC LS® BL Compound Ketoconazole Cream – Fufang Tongkangzuo Ruangao [as reflected in the package insert]”,FDA Advisory No. 2021-2520,2021-10-25
Baixuankening 15 g,FDA Advisory No. 2021-2521,2021-10-21
Baobaoweifugao 15 g,FDA Advisory No. 2021-2521,2021-10-21
OTC Fengre Ganmao Keli [as reflected in the package insert],FDA Advisory No. 2021-2521,2021-10-21
Sanqi Shangyao Pian [as reflected in the package insert],FDA Advisory No. 2021-2522,2021-10-21
Yunkang Koufuye 20 mL,FDA Advisory No. 2021-2522,2021-10-21
Zhuifeng Huoxue Gao [as reflected in the package insert],FDA Advisory No. 2021-2522,2021-10-21
OTC Jisheng Ankahuang Minjiaonang,FDA Advisory No. 2021-2523,2021-10-22
Quanjianafu Yijun Essential Oil Used For Body 250 mL,FDA Advisory No. 2021-2523,2021-10-22
Baizi Yangxin Wan [as reflected in the package insert],FDA Advisory No. 2021-2524,2021-10-22
OTC Metronidazole Vaginal Effervescent Tablets Jiaxiaozuo yindao Paoteng Pian [as reflected in the package insert],FDA Advisory No. 2021-2524,2021-10-22
"Ping Xiang Is Healthy Sophora Flavescens, Stemona Sessilifoli Miq., Cortex Dictamni, Fructus Cnidii, Fructus Kochiae Scopariae, Rhus Chinensis Mill., Heracleum Hemsleyanum Diels 20 g [as reflected in the package insert]",FDA Advisory No. 2021-2524,2021-10-22
OTC Heng Di Fenghan Ganmao Keli,FDA Advisory No. 2021-2525,2021-10-22
OTC JIULIANSHAN Shenqu Weitong Jiaonang,FDA Advisory No. 2021-2525,2021-10-22
OTC Metronidazole Vaginal Effervescent Tablets,FDA Advisory No. 2021-2525,2021-10-22
OTC PEIDU® Yinhuang Capsules,FDA Advisory No. 2021-2526,2021-10-22
OTC Qingre Anchuang Wan [as reflected in the package insert],FDA Advisory No. 2021-2526,2021-10-22
OTC Yangxue Anshen Pian,FDA Advisory No. 2021-2526,2021-10-22
10 mL [Label in Foreign Language],FDA Advisory No. 2021-2527,2021-10-22
OTC JZJT Fufang Cao Shan Hu Han Pian,FDA Advisory No. 2021-2527,2021-10-22
Zhi Tong Hua Zheng Jiao Nang 0.3 g Tablet,FDA Advisory No. 2021-2527,2021-10-22
AndrocurTM Cyproterone Acetate 50 mg Tablet 50’s,FDA Advisory No. 2021-2571,2021-10-26
Estrofem® Estradiol 2 mg Film-Coated Tablet,FDA Advisory No. 2021-2571,2021-10-26
OC-35 Cyproterone Acetate / Ethinylestradiol 2 mg / 0.035 mg Tablet,FDA Advisory No. 2021-2571,2021-10-26
Label in Foreign Language® -35 21 Tabs,FDA Advisory No. 2021-2572,2021-10-26
Phenokinon “F” Injection 3 Ampoules x 1 cc.,FDA Advisory No. 2021-2572,2021-10-26
Proluton Depot (Hydroxyprogesterone caproate) 250 mg 3 Amp. of 1 mL,FDA Advisory No. 2021-2572,2021-10-26
Androcur® 100 mg Tablet Siproteron asetat,FDA Advisory No. 2021-2573,2021-10-26
Depo Monat Vial of 0.5 mL,FDA Advisory No. 2021-2573,2021-10-26
Oestradiol Benzoate Injection Oestrogen 10x1mL,FDA Advisory No. 2021-2573,2021-10-26
Progynova® 2 mg Tablet,FDA Advisory No. 2021-2573,2021-10-26
Cebo De Macho 1/4 Oz”,FDA Advisory No. 2021-2585,2021-10-28
MW Miracle White Cyanocobalamin 250 mg 2 mL Amp for IV Infusion Only,FDA Advisory No. 2021-2591,2021-11-04
MW Miracle White Melanin Inhibitor 500 mg 2 mL Amp for IV Infusion Only,FDA Advisory No. 2021-2591,2021-11-04
MW Miracle White Thioctic Acid 700 mg 2 mL Amp for IV Infusion Only,FDA Advisory No. 2021-2591,2021-11-04
0.9% Sodium Chloride 100 mL,FDA Advisory No. 2021-2592,2021-11-04
Kanolone Injection 5 mL,FDA Advisory No. 2021-2592,2021-11-04
Aethoxysklerol 3% Solution for Injection 2 mL,FDA Advisory No. 2021-2593,2021-11-04
Laroscorbine Platinum® Vitamin C 2.5 gm Collagen 1.5 gm Solution Injectable 5 mL,FDA Advisory No. 2021-2593,2021-11-04
MW Miracle White Multivitamin 700 mg 2 mL Amp for IV Infusion Only,FDA Advisory No. 2021-2593,2021-11-04
Anti-Fibrinolyn 5 mL,FDA Advisory No. 2021-2594,2021-11-04
Solvent for Glutathione 5 mL,FDA Advisory No. 2021-2594,2021-11-04
[Label in Foreign Language] 2 mL,FDA Advisory No. 2021-2594,2021-11-04
EPHIC Aceite De Alcamforado 25 mL,FDA Advisory No. 2021-2636,2021-11-05
Ephic Aceite De Manzanilla 50 mL,FDA Advisory No. 2021-2636,2021-11-05
Methyl Salicylate Camphor + Menthol (Electruscent Oil) 25 mL,FDA Advisory No. 2021-2636,2021-11-05
Methyl Salicylate Oil of Wintergreen 25 mL,FDA Advisory No. 2021-2636,2021-11-05
Methyl Salicylate Camphor + Menthol (Megaplus®) Herbal Oil The Better Oil 30 mL”,FDA Advisory No. 2021-2658,2021-11-12
Marvel Avengers AssembleTM First Aid Kit”,FDA Advisory No. 2021-2659,2021-11-12
Member’s Mark® Super B-Complex With 1000 mcg Biotin Tablet 300’s,FDA Advisory No. 2021-2660,2021-11-12
Member’s Mark® Vitamin E 400 IU Softgel Capsule 500’s,FDA Advisory No. 2021-2660,2021-11-12
Webber Naturals® Vitamin E Clear Base 400 IU Softgel Capsule 300’s,FDA Advisory No. 2021-2660,2021-11-12
The Daily Wellness Company Fertility Blend® for Women 90 Veggie Capsules,FDA Advisory No. 2021-2661,2021-11-12
"Trusted Since 1972 Windmill Natural Vitamins A-10,000 100 Softgels",FDA Advisory No. 2021-2661,2021-11-12
Trusted Since 1972 Windmill Natural Vitamins Chewable C-500 (Ascorbic Acid & Sodium Ascorbate),FDA Advisory No. 2021-2661,2021-11-12
Aciete de Manzanilla 25 mL,FDA Advisory No. 2021-2705,2021-11-12
Benzalkonium Chloride (Benzellin) 0.13% Tinctue 10 mL,FDA Advisory No. 2021-2705,2021-11-12
Benzalkonium Chloride (Benzellin) 0.13% Tincture 25 mL,FDA Advisory No. 2021-2705,2021-11-12
Ephic Aceite De Manzanilla 25 mL,FDA Advisory No. 2021-2705,2021-11-12
Mesocontour Sterile 10 mL Vial”,FDA Advisory No. 2021-2706,2021-11-12
Centeno’s Herbal Products Miracle Healing Oil 60 mL”,FDA Advisory No. 2021-2707-A,2021-11-12
DK® Thyroid Gland Care Capsule 50’s,FDA Advisory No. 2021-2708,2021-11-12
Huo Lu Medicated Oil 50 mL,FDA Advisory No. 2021-2708,2021-11-12
Jinjinluo Oil 45 mL [Translated in English],FDA Advisory No. 2021-2708,2021-11-12
Thyrotreat Thyroid Gland Tablet,FDA Advisory No. 2021-2708,2021-11-12
YRT® Yu Ren Tang New Fast-Act Rheumatism Capsule 2020 15’s,FDA Advisory No. 2021-2708,2021-11-12
Tianyao® Fluocinonide Ointment (Frostlike) 10 g:2.5 mg”,FDA Advisory No. 2021-3062,2021-11-26
Makabuhay Herbal Oil Panyawan Liniment Herbal Oil Strong Green 60 mL”,FDA Advisory No. 2021-3063,2021-11-26
Povidone Iodine 10% Solution 15 mL”,FDA Advisory No. 2021-3064,2021-11-26
Tiger Balm® Neck & Shoulder Rub Boost 50 gram”,FDA Advisory No. 2021-3065,2021-11-26
bett® Tetanus Vaccine (Adsorbed) I.P.”,FDA Advisory No. 2021-3066,2021-11-26
Menthol Crystal + Camphor + Methyl Salicylate (Palmera Oil) 60 mL”,FDA Advisory No. 2021-3067,2021-11-26
Azithromycin Dispersible Tablets 0.25g,FDA Advisory No. 2021-3070,2021-11-26
Moxifloxacin Hydrochloride Tablets (Avelox®) 0.4 g [in foreign language],FDA Advisory No. 2021-3070,2021-11-26
Pabron Granules,FDA Advisory No. 2021-3070,2021-11-26
Shisiyao® Arbidol Hydrochloride Capsules,FDA Advisory No. 2021-3070,2021-11-26
OTC C H51020251 [Label in foreign language],FDA Advisory No. 2021-3071,2021-11-26
OTC Tylenol® Extended Release Caplet 6’s,FDA Advisory No. 2021-3071,2021-11-26
Rengongniuhuang Jiaxiaozou Jiaonang,FDA Advisory No. 2021-3071,2021-11-26
Succhi® Chloroquine Phosphate Tablets 0.25 g,FDA Advisory No. 2021-3071,2021-11-26
Safe® care Aromatherapy Refreshing Oil Minyak Angin Roll on 10 mL”,FDA Advisory No. 2021-3079,2021-11-26
Fucidin® Ointment 5 g [Label in Foreign Language],FDA Advisory No. 2021-3080,2021-11-26
Fluocinonide Cream 20 g: 5 mg Cream,FDA Advisory No. 2021-3081,2021-11-26
San Sierra Herbal Oil (Mint Fresh) 60 mL,FDA Advisory No. 2021-3081,2021-11-26
Carry F.A® inj. (L-Carnitine) 0.2 g/1 mL 5 mL,FDA Advisory No. 2021-3082,2021-11-26
Injection of Vitamin B Complex with Vitamin B12 Polybion® for Intramuscular or Slow Intravenous Injection 2 mL,FDA Advisory No. 2021-3082,2021-11-26
Tetanus Vaccine (Adsorbed) I.P. 0.5 ml (Single Dose) Ampoule,FDA Advisory No. 2021-3082,2021-11-26
L-Carn® Wirkstoff: L-Carnitin 5 g Ampullen 5 mL,FDA Advisory No. 2021-3083,2021-11-26
Laroscorbine Platinum PN® Solution Injectable I.V.,FDA Advisory No. 2021-3083,2021-11-26
V-C Injection for I.M./I.V. Injection 2 mL,FDA Advisory No. 2021-3083,2021-11-26
OTC Hydrotalcite Chewable Tablets,FDA Advisory No. 2021-3199,2021-12-06
OTC San Huang Pian,FDA Advisory No. 2021-3199,2021-12-06
Shexiang Jiegu Jiaonang [as reflected in the package insert],FDA Advisory No. 2021-3199,2021-12-06
Levonorgestrel and Quinestrol Tablets – Zuoquenuoyuntong Quecimi Pian [as reflected in the package insert],FDA Advisory No. 2021-3200,2021-12-06
NOXA 20 Piroxicam 20 mg Capsule,FDA Advisory No. 2021-3200,2021-12-06
Tian Yang® Metronidazole Suppositories – Jiaxiaozuo Shuan [as reflected in the package insert],FDA Advisory No. 2021-3200,2021-12-06
OTC Hamen Difenidol Hydrochloride Tablets,FDA Advisory No. 2021-3201,2021-12-06
OTC Longdan Xiegan Wan,FDA Advisory No. 2021-3201,2021-12-06
OTC Vitamin E 100 mg Soft Capsules,FDA Advisory No. 2021-3201,2021-12-06
Menthol (New VBC Moringa® ) Massage Oil with Real Moringa Granules 60 mL”,FDA Advisory No. 2021-3202,2021-12-06
OTC Livzon H10900086 [Label in Foreign Language],FDA Advisory No. 2021-3203,2021-12-06
OTC Tongxuan Lifei Wan,FDA Advisory No. 2021-3203,2021-12-06
[Label in Foreign Language] 100 mg,FDA Advisory No. 2021-3203,2021-12-06
OTC 999® Xiao’er Ganmao Keli [as reflected in the primary packaging],FDA Advisory No. 2021-3204,2021-12-06
OTC gsk CN 942884 [Label In Foreign Language],FDA Advisory No. 2021-3204,2021-12-06
Rabeprazole Sodium 10 mg Enteric-coated Tablets,FDA Advisory No. 2021-3204,2021-12-06
Actemra® Tocilizumab 400 mg/ 20 mL,FDA Advisory No. 2021-3205,2021-12-06
Collabeau Korean Collagen Better Skin from Water Dietary Supplement Capsules 60’s,FDA Advisory No. 2021-3206,2021-12-06
"Glutax® Shiny-Glow EGF Cytokines Complexion Cell Rejuvenation Process 10,000 D Softgels 60’s",FDA Advisory No. 2021-3206,2021-12-06
AndrocurTM Siproteron asetat 50 mg Tablet,FDA Advisory No. 2021-3207,2021-12-06
Adapalene Gel 15 g [Label in Foreign Language],FDA Advisory No. 2021-3302,2021-12-13
OTC Yu Hu Pai Metronidazole Gel,FDA Advisory No. 2021-3302,2021-12-13
Wujigao Compositus Mentholi Cream 10 g,FDA Advisory No. 2021-3302,2021-12-13
Dexamethasone Sodium Phosphate Injection I.P. Dexacan 4 mg/mL,FDA Advisory No. 2021-3303,2021-12-13
